#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2016-10-26T21:16:10 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ58111cd1150b	
#INFO	-out.max=unlimited	
#INFO	queryParameters=21	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:J/A+A/445/423&tab:{J/A+A/445/423/table2}&tab:{J/A+A/445/423/cep}&key:source=J/A+A/445/423&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-x.rs=10
#-source=J/A+A/445/423/table2,J/A+A/445/423/cep
#-order=I
#-out=Cl
#-out=RAJ2000
#-out=DEJ2000
#-out=RPer
#-out=RSig
#-out=IPer
#-out=ISig
#-out=Ramp
#-out=Iamp
#
#INFO	CatalogsExamined=2	
#  2 catalogues with potential matches were examined.
#

#RESOURCE=yCat_34450423
#Name: J/A+A/445/423
#Title: WeCAPP Survey. M31 variables (Fliri+, 2006)
#Table	J_A_A_445_423_table2:
#Name: J/A+A/445/423/table2
#Title: Variables in Group 1-3
#Column	_RAJ2000	(F9.5)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F9.5)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
#Column	Cl	(A3)	Classification (3)	[ucd=meta.code;src.var]
#Column	RAJ2000	(A11)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A12)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	RPer	(F9.4)	? Period derived from R band data	[ucd=time.period]
#Column	RSig	(F6.2)	? -log10 of significance of RP (1)	[ucd=stat.fit.goodness]
#Column	IPer	(F9.4)	? Period derived from I band data	[ucd=time.period]
#Column	ISig	(F6.2)	? -log10 of significance of IP (1)	[ucd=stat.fit.goodness]
#Column	Ramp	(F6.2)	Amplitude in broad-band R filter (2)	[ucd=arith.rate;src.var.amplitude;em.opt.R]
#Column	Iamp	(F6.2)	Amplitude in broad-band I filter (2)	[ucd=arith.rate;src.var.amplitude;em.opt.I]
_RAJ2000;_DEJ2000;Cl;RAJ2000;DEJ2000;RPer;RSig;IPer;ISig;Ramp;Iamp
010.75775;+41.27161;S  ;00 43 01.86;+41 16 17.80; 246.9400; 36.99; 250.9600; 45.27;  0.76;  2.98
010.59721;+41.27042;S  ;00 42 23.33;+41 16 13.50; 184.6900; 21.74; 179.3300; 18.28;  0.83;  2.15
010.74583;+41.27111;S  ;00 42 59.00;+41 16 16.00; 189.3700; 39.70; 188.2200; 39.23;  1.08;  3.04
010.70779;+41.27103;I  ;00 42 49.87;+41 16 15.70;         ;      ;         ;      ;  1.30;  3.92
010.71050;+41.27061;S  ;00 42 50.52;+41 16 14.20; 225.3100; 21.38; 215.8600; 34.67;  1.80;  4.13
010.80454;+41.27194;S  ;00 43 13.09;+41 16 19.00; 335.5200; 18.46; 331.9200; 33.49;  0.69;  3.74
010.50375;+41.27033;I  ;00 42 00.90;+41 16 13.20; 110.9500; 16.29; 110.9500;  4.33;  0.37;  1.46
010.61333;+41.27000;S  ;00 42 27.20;+41 16 12.00; 202.9200; 39.84; 204.2700; 38.54;  0.96;  3.06
010.71762;+41.27086;S  ;00 42 52.23;+41 16 15.10; 140.3100; 28.21; 139.6800; 15.47;  1.48;  3.15
010.63921;+41.27003;S  ;00 42 33.41;+41 16 12.10; 217.2100; 27.13; 218.7500; 31.95;  1.25;  3.05
010.66817;+41.27061;S  ;00 42 40.36;+41 16 14.20; 244.7900; 15.24; 241.9000; 23.87;  1.74;  4.03
010.79237;+41.27056;S  ;00 43 10.17;+41 16 14.00; 263.8300; 50.67; 266.1100; 62.50;  1.04;  3.73
010.77650;+41.27181;W  ;00 43 06.36;+41 16 18.50;  17.5600; 16.64;  17.5600;  2.65;  0.72;  1.98
010.85275;+41.27139;S  ;00 43 24.66;+41 16 17.00; 139.0400; 28.75; 139.0400; 13.19;  0.77;  2.50
010.67562;+41.27092;S  ;00 42 42.15;+41 16 15.30; 288.2600; 11.53; 289.8300; 28.86;  1.78;  6.31
010.64675;+41.27081;S  ;00 42 35.22;+41 16 14.90; 272.9500; 11.03; 277.8800; 26.15;  0.93;  3.44
010.66317;+41.27083;S  ;00 42 39.16;+41 16 15.00; 233.6600; 12.92; 231.1800; 23.38;  1.65;  3.92
010.78971;+41.27219;S  ;00 43 09.53;+41 16 19.90; 296.8100; 24.42; 302.6300; 39.67;  0.71;  3.18
010.75887;+41.27164;S  ;00 43 02.13;+41 16 17.90; 253.0200; 10.38; 253.0200; 28.10;  0.82;  2.96
010.66125;+41.27128;S  ;00 42 38.70;+41 16 16.60; 270.5600; 22.79; 268.2100; 33.75;  1.34;  4.22
010.64300;+41.27078;S  ;00 42 34.32;+41 16 14.80; 268.2000; 19.13; 275.3900; 36.42;  0.82;  3.76
010.72029;+41.27153;S  ;00 42 52.87;+41 16 17.50; 244.9800; 11.53; 244.9900; 27.23;  0.94;  3.29
010.62550;+41.27067;S  ;00 42 30.12;+41 16 14.40; 147.5800; 30.48; 147.5800; 13.64;  1.08;  3.12
010.61396;+41.27094;I  ;00 42 27.35;+41 16 15.40; 176.2500; 14.52; 178.2900; 16.30;  0.54;  2.02
010.73104;+41.26972;S  ;00 42 55.45;+41 16 11.00; 239.2900; 49.34; 239.2900; 54.82;  1.26;  4.64
010.82475;+41.27181;S  ;00 43 17.94;+41 16 18.50; 230.3600; 45.04; 232.1000; 45.41;  0.78;  2.86
010.83717;+41.27219;S  ;00 43 20.92;+41 16 19.90; 314.9800; 14.25; 321.5500; 37.11;  0.58;  2.53
010.50908;+41.26989;S  ;00 42 02.18;+41 16 11.60; 132.3800; 23.48; 129.6000; 11.26;  0.48;  1.29
010.50767;+41.26983;S  ;00 42 01.84;+41 16 11.40; 201.5900; 18.63; 197.7200; 25.68;  0.48;  1.73
010.62992;+41.27053;S  ;00 42 31.18;+41 16 13.90; 186.9300; 36.89; 188.0700; 31.74;  1.33;  2.92
010.71258;+41.27161;S  ;00 42 51.02;+41 16 17.80; 120.5800; 23.32; 120.5800; 25.02;  1.32;  3.80
010.66142;+41.27072;S  ;00 42 38.74;+41 16 14.60; 259.1900; 31.12; 261.3900; 39.12;  1.39;  6.61
010.60292;+41.27103;S  ;00 42 24.70;+41 16 15.70; 275.3900; 21.51; 282.9700; 38.44;  0.85;  2.65
010.66217;+41.26992;S  ;00 42 38.92;+41 16 11.70; 230.1800; 30.24; 231.5500; 37.36;  1.42;  4.73
010.60187;+41.27036;S  ;00 42 24.45;+41 16 13.30; 190.3900; 35.27; 191.4300; 30.36;  0.91;  2.39
010.66746;+41.27108;I  ;00 42 40.19;+41 16 15.90; 185.8000; 14.37; 185.8000; 18.86;  1.43;  4.00
010.58833;+41.27056;S  ;00 42 21.20;+41 16 14.00; 272.9500; 37.99; 268.2100; 44.17;  0.70;  2.83
010.58629;+41.27033;S  ;00 42 20.71;+41 16 13.20; 335.2600;  6.90; 305.3900; 27.64;  0.61;  2.03
010.51708;+41.27019;S  ;00 42 04.10;+41 16 12.70; 411.2500; 19.25; 380.7900; 44.23;  0.50;  2.81
010.57608;+41.27019;S  ;00 42 18.26;+41 16 12.70; 157.3700; 40.67; 155.7800; 26.78;  0.75;  1.56
010.53450;+41.26972;I  ;00 42 08.28;+41 16 11.00;         ;      ;         ;      ;  0.53;  2.19
010.82192;+41.27175;S  ;00 43 17.26;+41 16 18.30; 318.2300; 21.94; 321.5500; 40.34;  0.74;  3.03
010.74883;+41.27181;S  ;00 42 59.72;+41 16 18.50; 273.1700; 31.62; 270.7800; 42.84;  0.88;  3.27
010.82879;+41.27175;S  ;00 43 18.91;+41 16 18.30; 263.8300; 44.49; 266.1100; 50.65;  0.81;  2.94
010.84304;+41.27236;S  ;00 43 22.33;+41 16 20.50; 293.9800; 20.61; 278.1000; 32.67;  0.55;  2.40
010.79462;+41.27217;S  ;00 43 10.71;+41 16 19.80; 100.2200; 37.08;  99.5800; 10.54;  0.74;  1.98
010.75896;+41.27203;S  ;00 43 02.15;+41 16 19.30; 278.0900; 24.13; 280.6200; 46.41;  0.85;  3.16
010.61129;+41.27161;S  ;00 42 26.71;+41 16 17.80; 118.1700; 15.87; 117.2800; 22.02;  0.68;  2.07
010.81546;+41.27181;S  ;00 43 15.71;+41 16 18.50; 268.4200; 22.28; 273.1700; 40.70;  0.83;  3.02
010.82133;+41.27189;S  ;00 43 17.12;+41 16 18.80; 208.5700; 15.82; 208.5700; 22.38;  0.79;  2.64
010.58487;+41.27144;L  ;00 42 20.37;+41 16 17.20;         ;      ;         ;      ;  0.56;  2.16
010.75987;+41.27203;L  ;00 43 02.37;+41 16 19.30;         ;      ;         ;      ;  0.68;  2.48
010.58058;+41.27142;I  ;00 42 19.34;+41 16 17.10; 190.3900;  8.19; 191.5800; 18.77;  0.56;  2.12
010.70537;+41.27136;S  ;00 42 49.29;+41 16 16.90; 241.1600; 19.36; 244.9700; 33.94;  1.51;  4.12
010.57771;+41.27142;I  ;00 42 18.65;+41 16 17.10; 209.8200;  6.86; 208.4100; 10.78;  0.45;  1.85
010.80571;+41.27178;S  ;00 43 13.37;+41 16 18.40; 311.8000; 27.34; 308.6900; 48.74;  0.81;  3.48
010.79187;+41.27153;S  ;00 43 10.05;+41 16 17.50; 110.6400; 38.46; 110.6400; 19.44;  0.83;  2.96
010.60783;+41.27142;I  ;00 42 25.88;+41 16 17.10; 305.3800; 13.49; 311.5600; 14.20;  0.60;  1.74
010.70312;+41.27153;S  ;00 42 48.75;+41 16 17.50; 266.0800; 23.48; 266.0800; 33.62;  1.61;  5.80
010.67204;+41.27136;I  ;00 42 41.29;+41 16 16.90; 120.8600;  6.28; 123.2800;  2.65;  1.92;  4.11
010.66433;+41.27128;S  ;00 42 39.44;+41 16 16.60; 191.5700; 20.64; 191.2800; 19.51;  1.30;  3.96
010.58104;+41.27094;S  ;00 42 19.45;+41 16 15.40; 296.5700; 25.60; 296.5800; 39.04;  0.64;  2.60
010.83421;+41.27139;S  ;00 43 20.21;+41 16 17.00; 159.9400; 65.29; 159.1200; 49.27;  1.45;  2.67
010.82596;+41.27239;I  ;00 43 18.23;+41 16 20.60;  60.5300; 16.48;  60.5300;  3.36;  0.67;  2.67
010.70508;+41.27183;S  ;00 42 49.22;+41 16 18.60; 222.0500; 13.19; 222.0600; 24.84;  1.59;  3.76
010.55658;+41.27069;S  ;00 42 13.58;+41 16 14.50; 250.7600; 18.28; 246.7500; 35.40;  0.66;  2.12
010.62242;+41.27142;S  ;00 42 29.38;+41 16 17.10; 233.4700; 30.61; 233.4800; 43.61;  0.92;  2.67
010.64121;+41.27158;S  ;00 42 33.89;+41 16 17.70; 338.9500; 17.81; 338.9500; 31.08;  1.03;  4.04
010.50662;+41.27094;I  ;00 42 01.59;+41 16 15.40;  97.6100;  8.39;  99.1800;  1.36;  0.42;  1.40
010.77600;+41.27119;S  ;00 43 06.24;+41 16 16.30; 195.3700; 57.55; 199.1500; 52.25;  1.19;  3.28
010.65308;+41.27072;I  ;00 42 36.74;+41 16 14.60;         ;      ;         ;      ;  1.04;  2.31
010.73950;+41.27139;S  ;00 42 57.48;+41 16 17.00; 293.9800; 22.13; 296.8100; 49.97;  0.94;  3.88
010.75537;+41.27042;S  ;00 43 01.29;+41 16 13.50; 192.9200; 45.94; 192.9300; 35.41;  1.49;  3.52
010.63671;+41.27161;S  ;00 42 32.81;+41 16 17.80; 259.1900; 19.66; 270.5600; 37.64;  0.94;  3.25
010.65408;+41.27097;S  ;00 42 36.98;+41 16 15.50; 324.6700; 11.07; 324.6800; 31.92;  1.17;  4.36
010.65442;+41.27144;S  ;00 42 37.06;+41 16 17.20; 123.3700; 28.75; 123.3700; 12.25;  1.03;  2.44
010.84792;+41.27233;I  ;00 43 23.50;+41 16 20.40; 156.6900; 18.26; 159.9400;  3.68;  0.62;  2.27
010.61521;+41.27158;S  ;00 42 27.65;+41 16 17.70; 293.7500; 16.16; 290.9800; 34.22;  0.69;  2.74
010.59358;+41.27111;S  ;00 42 22.46;+41 16 16.00; 282.9700; 12.93; 285.5900; 37.50;  0.67;  2.75
010.83346;+41.27192;S  ;00 43 20.03;+41 16 18.90; 244.9800; 46.84; 246.9500; 52.33;  1.08;  2.94
010.57608;+41.27097;S  ;00 42 18.26;+41 16 15.50; 280.4000; 16.47; 285.5900; 43.95;  0.66;  2.68
010.56329;+41.27025;S  ;00 42 15.19;+41 16 12.90; 324.6700; 22.25; 321.2900; 41.73;  0.63;  2.96
010.76850;+41.27200;S  ;00 43 04.44;+41 16 19.20; 371.9000; 27.29; 371.9100; 38.77;  1.27;  4.55
010.71092;+41.27006;S  ;00 42 50.62;+41 16 12.20; 201.7500; 42.44; 209.9900; 36.89;  1.86;  4.25
010.64854;+41.27172;I  ;00 42 35.65;+41 16 18.20;         ;      ;         ;      ;  0.88;  3.49
010.75254;+41.27189;S  ;00 43 00.61;+41 16 18.80; 170.5400; 20.90; 171.4900; 14.37;  0.95;  2.42
010.58325;+41.27172;S  ;00 42 19.98;+41 16 18.20; 328.1300;  6.30; 328.1300; 33.41;  0.59;  2.38
010.72500;+41.27211;S  ;00 42 54.00;+41 16 19.60; 191.7300; 20.08; 194.1400; 25.68;  1.25;  2.28
010.73325;+41.27178;S  ;00 42 55.98;+41 16 18.40; 139.6700; 44.14; 140.9500; 22.01;  1.18;  2.42
010.60621;+41.27081;S  ;00 42 25.49;+41 16 14.90; 263.6200; 18.61; 268.2100; 42.36;  0.78;  2.54
010.53917;+41.27039;S  ;00 42 09.40;+41 16 13.40; 173.2800; 36.78; 173.2800; 35.58;  0.73;  2.10
010.55312;+41.27158;I  ;00 42 12.75;+41 16 17.70; 146.8700; 13.54; 144.1300;  9.64;  0.49;  1.67
010.64208;+41.27153;S  ;00 42 34.10;+41 16 17.50; 308.4400; 19.01; 305.3900; 32.18;  0.84;  3.57
010.77250;+41.27178;S  ;00 43 05.40;+41 16 18.40; 214.3600; 36.47; 220.4900; 46.19;  0.95;  3.08
010.74367;+41.27169;S  ;00 42 58.48;+41 16 18.10; 390.7400; 12.22; 390.7400; 31.97;  0.90;  3.40
010.63362;+41.27142;S  ;00 42 32.07;+41 16 17.10; 317.7100; 11.47; 317.7300; 40.23;  0.92;  4.05
010.63071;+41.27136;S  ;00 42 31.37;+41 16 16.90; 239.1000;  6.84; 223.5100; 22.03;  0.74;  2.00
010.60212;+41.27125;S  ;00 42 24.51;+41 16 16.50; 265.8900; 31.19; 265.9000; 45.47;  0.76;  3.27
010.59512;+41.27089;I  ;00 42 22.83;+41 16 15.20;         ;      ;         ;      ;  0.84;  3.20
010.51200;+41.27081;S  ;00 42 02.88;+41 16 14.90; 434.4200;  5.87; 434.4300; 20.46;  0.54;  2.33
010.70775;+41.27219;S  ;00 42 49.86;+41 16 19.90; 270.7700; 14.82; 263.8300; 24.87;  1.46;  4.75
010.84050;+41.27242;S  ;00 43 21.72;+41 16 20.70; 173.4100; 24.50; 172.4500; 19.87;  0.58;  1.92
010.80754;+41.27233;S  ;00 43 13.81;+41 16 20.40; 268.4200; 19.17; 263.8300; 27.73;  0.96;  2.92
010.67325;+41.27200;S  ;00 42 41.58;+41 16 19.20; 249.9500; 12.37; 254.0900; 27.18;  1.68;  5.02
010.63833;+41.27186;I  ;00 42 33.20;+41 16 18.70;  89.4000; 15.27;  89.4000;  2.44;  0.86;  2.26
010.58954;+41.27158;S  ;00 42 21.49;+41 16 17.70; 215.6900; 20.39; 215.6900; 29.41;  0.61;  2.41
010.53254;+41.27119;S  ;00 42 07.81;+41 16 16.30; 205.6200; 15.23; 207.0100; 26.92;  0.59;  1.79
010.84371;+41.27206;S  ;00 43 22.49;+41 16 19.40; 305.6200; 27.87; 291.2100; 45.50;  0.65;  2.62
010.81300;+41.27281;S  ;00 43 15.12;+41 16 22.10; 255.1100; 10.09; 255.1100; 29.42;  0.67;  2.66
010.79496;+41.27267;S  ;00 43 10.79;+41 16 21.60; 218.9200; 27.99; 218.9300; 42.78;  0.68;  2.23
010.67375;+41.27078;I  ;00 42 41.70;+41 16 14.80; 223.5000; 12.94; 230.0000; 17.31;  1.71;  4.57
010.83846;+41.27219;S  ;00 43 21.23;+41 16 19.90; 188.2200; 41.94; 189.3800; 37.51;  0.96;  2.17
010.78533;+41.27228;S  ;00 43 08.48;+41 16 20.20; 299.6900; 19.47; 305.6300; 37.00;  0.60;  3.35
010.76079;+41.27189;RV ;00 43 02.59;+41 16 18.80;  46.0000; 31.84;  46.0000; 21.39;  1.28;  2.35
010.64837;+41.27100;S  ;00 42 35.61;+41 16 15.60; 277.8700; 19.49; 288.2600; 28.70;  1.06;  3.53
010.72333;+41.27208;S  ;00 42 53.60;+41 16 19.50; 342.9800; 15.17; 350.7800; 26.14;  1.09;  3.39
010.72658;+41.27175;I  ;00 42 54.38;+41 16 18.30; 146.9900; 13.85; 146.9900; 15.75;  1.35;  3.11
010.56342;+41.27156;S  ;00 42 15.22;+41 16 17.60; 268.2000; 23.95; 275.3900; 39.40;  0.54;  2.31
010.53487;+41.27094;S  ;00 42 08.37;+41 16 15.40; 235.4500;  9.54; 233.6700; 27.57;  0.48;  1.66
010.67512;+41.27178;I  ;00 42 42.03;+41 16 18.40;         ;      ;         ;      ;  1.84;  5.46
010.78250;+41.27300;S  ;00 43 07.80;+41 16 22.80; 328.3800; 12.78; 328.3900; 33.27;  0.62;  2.60
010.75417;+41.27286;S  ;00 43 01.00;+41 16 22.30; 381.0800; 24.98; 376.4500; 44.95;  0.81;  4.43
010.71663;+41.27200;S  ;00 42 51.99;+41 16 19.20; 208.5700; 12.57; 211.4300; 27.80;  1.20;  2.75
010.67037;+41.27147;I  ;00 42 40.89;+41 16 17.30; 258.9800; 14.35; 258.9900; 13.13;  1.74;  4.68
010.83133;+41.27192;S  ;00 43 19.52;+41 16 18.90; 218.9200; 44.25; 220.4900; 49.90;  1.16;  2.75
010.59804;+41.27119;S  ;00 42 23.53;+41 16 16.30; 261.3900; 43.07; 259.2000; 43.35;  0.95;  2.93
010.76296;+41.27269;S  ;00 43 03.11;+41 16 21.70; 311.8000; 11.99; 339.2200; 36.76;  0.85;  2.77
010.74171;+41.27261;S  ;00 42 58.01;+41 16 21.40; 288.4800; 20.32; 291.2100; 41.17;  0.79;  4.59
010.84437;+41.27261;S  ;00 43 22.65;+41 16 21.40; 358.9400; 25.11; 358.9400; 41.79;  0.58;  2.98
010.79146;+41.27233;S  ;00 43 09.95;+41 16 20.40; 268.4200; 27.27; 278.1000; 44.24;  0.70;  2.98
010.69917;+41.27206;S  ;00 42 47.80;+41 16 19.40; 285.7900; 21.58; 288.4700; 46.91;  1.74;  6.44
010.73650;+41.27156;S  ;00 42 56.76;+41 16 17.60; 233.8500; 37.03; 241.1600; 37.77;  1.47;  5.84
010.79625;+41.27219;I  ;00 43 11.10;+41 16 19.90;         ;      ;         ;      ;  0.69;  2.95
010.62583;+41.27131;S  ;00 42 30.20;+41 16 16.70; 311.5500; 16.35; 311.5600; 25.49;  1.00;  4.43
010.71383;+41.27175;S  ;00 42 51.32;+41 16 18.30; 199.1500; 26.62; 197.8800; 37.84;  1.48;  4.89
010.65354;+41.27178;S  ;00 42 36.85;+41 16 18.40; 254.9100; 16.19; 259.2000; 35.54;  0.92;  4.00
010.71012;+41.27244;S  ;00 42 50.43;+41 16 20.80; 266.1000; 19.35; 280.6200; 37.07;  1.38;  4.24
010.71562;+41.27206;S  ;00 42 51.75;+41 16 19.40; 253.0200; 33.93; 248.9400; 43.85;  1.52;  4.78
010.56342;+41.27214;S  ;00 42 15.22;+41 16 19.70; 416.8000;  9.37; 411.2600; 21.08;  0.52;  2.50
010.64521;+41.27075;S  ;00 42 34.85;+41 16 14.70; 240.9700; 25.38; 248.7400; 31.62;  1.05;  3.96
010.79212;+41.27333;S  ;00 43 10.11;+41 16 24.00; 367.4500; 16.82; 381.0600; 35.53;  0.69;  4.25
010.62075;+41.27150;S  ;00 42 28.98;+41 16 17.40; 223.5000; 19.62; 223.5100; 36.61;  0.83;  2.69
010.79079;+41.27256;S  ;00 43 09.79;+41 16 21.20; 246.9400; 38.54; 244.9900; 40.12;  0.79;  3.58
010.52754;+41.27161;S  ;00 42 06.61;+41 16 17.80; 314.7300; 10.69; 317.9800; 28.74;  0.52;  2.25
010.74958;+41.27217;S  ;00 42 59.90;+41 16 19.80; 302.6300; 37.99; 293.9900; 49.44;  1.03;  3.40
010.62588;+41.27183;S  ;00 42 30.21;+41 16 18.60; 328.1300;  9.09; 328.1300; 28.40;  1.01;  3.62
010.69346;+41.27253;I  ;00 42 46.43;+41 16 21.10; 152.0500;  7.51; 152.8200;  3.78;  1.90;  4.51
010.67804;+41.27175;I  ;00 42 42.73;+41 16 18.30;         ;      ;         ;      ;  2.32;  6.79
010.79287;+41.27297;I  ;00 43 10.29;+41 16 22.70; 109.0700; 17.50; 111.4400;  2.94;  0.61;  1.90
010.62204;+41.27181;S  ;00 42 29.29;+41 16 18.50; 225.1400; 21.31; 225.1400; 14.26;  0.83;  2.88
010.54471;+41.27131;DC ;00 42 10.73;+41 16 16.70;   8.3200; 32.29;   8.3200; 12.28;  0.73;  1.42
010.84875;+41.27300;S  ;00 43 23.70;+41 16 22.80; 302.6300; 28.08; 308.6900; 42.03;  0.67;  3.46
010.70237;+41.27019;S  ;00 42 48.57;+41 16 12.70; 222.0500; 37.73; 223.6700; 34.50;  2.13;  6.63
010.77979;+41.27272;S  ;00 43 07.15;+41 16 21.80; 263.8300; 36.48; 263.8300; 44.44;  0.72;  3.20
010.76817;+41.27264;S  ;00 43 04.36;+41 16 21.50; 275.6100; 10.24; 278.1000; 26.08;  0.68;  3.25
010.73650;+41.27253;S  ;00 42 56.76;+41 16 21.10; 299.7000; 12.75; 299.7000; 28.88;  0.79;  3.50
010.70804;+41.27167;S  ;00 42 49.93;+41 16 18.00; 339.2100; 25.09; 331.9200; 49.29;  1.41;  5.06
010.72112;+41.27275;S  ;00 42 53.07;+41 16 21.90; 299.6900; 26.67; 302.6300; 43.49;  1.10;  3.58
010.70929;+41.27233;S  ;00 42 50.23;+41 16 20.40; 233.8500; 14.30; 250.9600; 39.72;  1.17;  4.29
010.74654;+41.27256;S  ;00 42 59.17;+41 16 21.20; 228.6500; 36.10; 230.3600; 43.67;  0.98;  3.06
010.62171;+41.27225;S  ;00 42 29.21;+41 16 20.10; 434.4300; 13.63; 434.4300; 34.45;  0.71;  3.97
010.65621;+41.27056;S  ;00 42 37.49;+41 16 14.00; 184.6900; 35.48; 185.8100; 37.99;  1.75;  5.54
010.55163;+41.27197;S  ;00 42 12.39;+41 16 19.10; 376.1400; 25.33; 395.4400; 38.30;  0.50;  2.91
010.82967;+41.27267;S  ;00 43 19.12;+41 16 21.60; 406.1700; 16.32; 406.1700; 25.79;  0.62;  3.46
010.82283;+41.27267;S  ;00 43 17.48;+41 16 21.60; 250.9600; 39.80; 248.9400; 44.58;  0.94;  4.14
010.83042;+41.27347;I  ;00 43 19.30;+41 16 24.50; 159.9200; 15.38; 158.2900; 16.86;  0.64;  1.69
010.82962;+41.27342;S  ;00 43 19.11;+41 16 24.30; 116.9100; 25.94; 114.7400; 10.34;  0.66;  1.77
010.78700;+41.27319;S  ;00 43 08.88;+41 16 23.50; 339.1800; 17.86; 335.5000; 42.01;  0.70;  3.21
010.65129;+41.27092;I  ;00 42 36.31;+41 16 15.30; 190.3900; 19.21; 181.4400; 11.78;  1.11;  2.88
010.80150;+41.27183;S  ;00 43 12.36;+41 16 18.60; 159.1100; 33.83; 159.9400; 14.66;  1.11;  3.12
010.60804;+41.27200;S  ;00 42 25.93;+41 16 19.20; 282.9700; 22.59; 277.8800; 33.03;  0.57;  2.35
010.75842;+41.27239;S  ;00 43 02.02;+41 16 20.60; 268.4200; 25.47; 266.1100; 37.37;  0.73;  3.48
010.57412;+41.27183;S  ;00 42 17.79;+41 16 18.60; 242.8600; 20.34; 240.9700; 35.34;  0.79;  2.29
010.61129;+41.27100;S  ;00 42 26.71;+41 16 15.60; 270.5600; 23.37; 268.2100; 40.12;  0.71;  3.12
010.75587;+41.27239;S  ;00 43 01.41;+41 16 20.60; 250.9600; 39.37; 253.0200; 41.67;  1.08;  3.04
010.77104;+41.27319;S  ;00 43 05.05;+41 16 23.50; 158.2800; 23.84; 159.1000; 17.38;  0.77;  2.02
010.65812;+41.27072;S  ;00 42 37.95;+41 16 14.60; 196.4600; 39.64; 197.7200; 40.48;  2.00;  6.52
010.74233;+41.27194;S  ;00 42 58.16;+41 16 19.00; 358.9300;  9.72; 350.7800; 26.22;  0.89;  3.58
010.73396;+41.27300;S  ;00 42 56.15;+41 16 22.80; 194.1200; 32.23; 190.5300; 19.58;  1.09;  3.31
010.72392;+41.27328;S  ;00 42 53.74;+41 16 23.80; 259.3700; 10.87; 257.2200; 24.62;  0.83;  2.74
010.76087;+41.27314;S  ;00 43 02.61;+41 16 23.30; 102.5400; 22.28; 102.5400;  9.81;  0.79;  2.33
010.61804;+41.27172;S  ;00 42 28.33;+41 16 18.20;  31.0600; 30.44;  31.0600; 30.44;  0.82;  3.02
010.72237;+41.27192;I  ;00 42 53.37;+41 16 18.90;         ;      ;         ;      ;  0.92;  3.16
010.54117;+41.27078;S  ;00 42 09.88;+41 16 14.80; 209.8200; 26.74; 214.2000; 29.93;  0.58;  1.73
010.60775;+41.27269;S  ;00 42 25.86;+41 16 21.70; 285.1300;  6.70; 290.0600; 35.69;  0.52;  2.16
010.60571;+41.27269;I  ;00 42 25.37;+41 16 21.70; 164.4200;  9.95; 163.5500; 19.50;  0.47;  1.57
010.57254;+41.27211;S  ;00 42 17.41;+41 16 19.60; 135.8700; 27.33; 137.0900; 13.12;  0.67;  1.56
010.70037;+41.27281;S  ;00 42 48.09;+41 16 22.10; 266.0800;  6.87; 261.5700; 31.96;  1.51;  5.46
010.74604;+41.27267;S  ;00 42 59.05;+41 16 21.60; 225.3100; 28.49; 225.3200; 34.38;  0.79;  3.17
010.65250;+41.27261;S  ;00 42 36.60;+41 16 21.40; 151.9400; 34.23; 150.4600; 19.32;  1.15;  2.46
010.58771;+41.27258;I  ;00 42 21.05;+41 16 21.30;  99.8200; 11.29; 101.1400; 12.14;  0.47;  1.54
010.71467;+41.27258;S  ;00 42 51.52;+41 16 21.30; 197.8800; 13.10; 197.8800; 23.75;  1.41;  3.72
010.66842;+41.27239;S  ;00 42 40.42;+41 16 20.60; 193.9800; 22.78; 195.6800; 17.20;  1.60;  4.41
010.54192;+41.27131;S  ;00 42 10.06;+41 16 16.70; 317.9700; 25.88; 317.9800; 33.84;  0.64;  3.32
010.57575;+41.27192;S  ;00 42 18.18;+41 16 18.90; 277.8700; 23.65; 275.3900; 43.31;  0.66;  2.44
010.50533;+41.27081;S  ;00 42 01.28;+41 16 14.90; 244.7900; 39.07; 244.8000; 42.55;  0.88;  3.09
010.52417;+41.27025;DC ;00 42 05.80;+41 16 12.90;  13.3500; 53.61;  13.3500; 33.20;  1.25;  1.72
010.50704;+41.27153;S  ;00 42 01.69;+41 16 17.50; 290.9800; 15.47; 311.5600; 34.73;  0.51;  2.25
010.63971;+41.27192;S  ;00 42 33.53;+41 16 18.90; 228.4700; 26.78; 228.4800; 32.47;  1.53;  3.35
010.65925;+41.27208;S  ;00 42 38.22;+41 16 19.50; 290.9800; 22.02; 290.9800; 35.67;  1.34;  4.08
